model,response,source_fit,quantity,factor_compared,held_fixed,contrast,estimate,lo,hi,pd,credible,pct_change,effect_size
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Tropical closed,Secondary - Primary vegetation,-0.03460150599999956,-0.054920159274999804,-0.01474196659999998,0.9998333333333334,TRUE,-3.4009719099654445,-0.0802442335716821
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Tropical closed,Plantation - Primary vegetation,-0.0499957249999996,-0.06862725615000072,-0.031364764750000274,1,TRUE,-4.8766508984803725,-0.11594491391460261
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Tropical closed,Cropland - Primary vegetation,-0.08061491099999918,-0.10643309324999958,-0.055768131525000125,1,TRUE,-7.745111352248591,-0.1869537628692919
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Tropical closed,Pasture - Primary vegetation,-0.08192368150000062,-0.13243204674999998,-0.03361012977499966,0.9996666666666667,TRUE,-7.865772852662345,-0.18998892803504638
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Tropical closed,Plantation - Secondary,-0.015378417500000019,-0.03711225484999953,0.006863864824999406,0.9163333333333333,FALSE,-1.5260773469319866,-0.03566403513861104
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Tropical closed,Cropland - Secondary,-0.04612268100000039,-0.0716246448750012,-0.01934887137500076,0.9998333333333334,TRUE,-4.507519612555266,-0.10696295089341669
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Tropical closed,Pasture - Secondary,-0.04725453849999983,-0.09957833442499983,0.002837070325001528,0.9688333333333333,FALSE,-4.615542347971379,-0.10958783772926182
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Tropical closed,Cropland - Plantation,-0.030512737000000456,-0.05724813977499976,-0.003070216650000892,0.9866666666666667,TRUE,-3.005192224013453,-0.07076198344486435
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Tropical closed,Pasture - Plantation,-0.031814512000000406,-0.08366859692500093,0.01799773352499982,0.8895,FALSE,-3.1313754909754965,-0.07378092537062254
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Tropical closed,Pasture - Cropland,-0.0012095620000001084,-0.05578791102500118,0.05063767195000048,0.5195,FALSE,-0.12088307747346594,-0.0028050910745746407
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Temperate closed,Secondary - Primary vegetation,-0.023271921999999723,-0.056202500675000794,0.010057757849999668,0.9191666666666667,FALSE,-2.3003219268946773,-0.053969834279177585
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Temperate closed,Plantation - Primary vegetation,-0.01090798450000019,-0.0610667371925003,0.038077780549999385,0.6578333333333334,FALSE,-1.0848708161307785,-0.025296669341915767
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Temperate closed,Cropland - Primary vegetation,-0.039380201999999365,-0.08964029232499934,0.00859074714999945,0.9441666666666667,FALSE,-3.861488089331544,-0.09132649103157568
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Temperate closed,Pasture - Primary vegetation,-0.011297839499999629,-0.07045909783749886,0.04684503029999986,0.6521666666666667,FALSE,-1.1234258578924794,-0.02620078073172185
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Temperate closed,Plantation - Secondary,0.012839168399999767,-0.04732888644000002,0.0711649891249997,0.6681666666666667,FALSE,1.2921944401586893,0.02977527128315613
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Temperate closed,Cropland - Secondary,-0.015741231000000244,-0.0748708175274998,0.04215417115250159,0.696,FALSE,-1.5617985350120156,-0.03650543467876337
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Temperate closed,Pasture - Secondary,0.01214488119999979,-0.05625395317500157,0.07854377036500029,0.6338333333333334,FALSE,1.2218929736271367,0.02816515222525651
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Temperate closed,Cropland - Plantation,-0.028988915500000267,-0.09682638878250004,0.038146079324999436,0.7961666666666667,FALSE,-2.857276780791773,-0.06722809424456284
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Temperate closed,Pasture - Plantation,-0.0010581564999991855,-0.07712312502500043,0.07329708679999976,0.5096666666666667,FALSE,-0.10575968498265365,-0.0024539671001987417
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Temperate closed,Pasture - Cropland,0.027565785000000176,-0.04153108660000045,0.09749990095000056,0.7808333333333334,FALSE,2.7949236523515664,0.06392771719609006
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Tropical open,Secondary - Primary vegetation,-0.045774365999999844,-0.07098209700000006,-0.019220626974999683,0.9991666666666666,TRUE,-4.4742523558431335,-0.10615517477475397
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Tropical open,Plantation - Primary vegetation,-0.014820527499999958,-0.045379725632325084,0.014528762749999966,0.8233333333333334,FALSE,-1.471124402799362,-0.034370234358167814
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Tropical open,Cropland - Primary vegetation,-0.08062326850000012,-0.13001945322499886,-0.03173148952499998,0.9995,TRUE,-7.745882369258661,-0.18697314471880308
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Tropical open,Pasture - Primary vegetation,0.010607680999999758,-0.07083866818500108,0.09321660719999936,0.601,FALSE,1.0664141911276293,0.024600236527794073
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Tropical open,Plantation - Secondary,0.03095778865000076,0.0011654540424998361,0.060371955342749625,0.9801666666666666,TRUE,3.14419644098356,0.07179410119586882
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Tropical open,Cropland - Secondary,-0.03530249865000057,-0.08499999221250233,0.015159650155000145,0.918,FALSE,-3.468663390266802,-0.0818699032156194
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Tropical open,Pasture - Secondary,0.0564728331000004,-0.02499586259750075,0.1404207428049995,0.9101666666666667,FALSE,5.809786917076143,0.13096595303485087
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Tropical open,Cropland - Plantation,-0.06655211895000024,-0.11916368975000072,-0.010517841700000276,0.9895,TRUE,-6.438584864160957,-0.15434079018740565
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Tropical open,Pasture - Plantation,0.025422603000000432,-0.06008874732500082,0.1112281133999983,0.7216666666666667,FALSE,2.5748513340410284,0.05895747119019059
A3b,Community male colourfulness,NA,Level mean,Land use,Biome = Tropical open,Pasture - Cropland,0.09110098949999967,-0.002120400943250367,0.1867233189250011,0.9728333333333333,FALSE,9.537962151311774,0.21127199145752287
A3b,Community male colourfulness,NA,Level mean,Biome,Land use = Primary vegetation,Temperate closed - Tropical closed,-0.13461643499999987,-0.23697075499999978,-0.041591037850000255,0.997,TRUE,-12.594889718861669,-0.31218851146904675
A3b,Community male colourfulness,NA,Level mean,Biome,Land use = Primary vegetation,Tropical open - Tropical closed,-0.11493118999999918,-0.2269866305000007,0.007416511437500662,0.9666666666666667,FALSE,-10.857251907852994,-0.266536527486157
A3b,Community male colourfulness,NA,Level mean,Biome,Land use = Primary vegetation,Tropical open - Temperate closed,0.023036322900000794,-0.11123194852499989,0.15605827820000018,0.6315,FALSE,2.330370823044081,0.05342345721658406
A3b,Community male colourfulness,NA,Level mean,Biome,Land use = Secondary,Temperate closed - Tropical closed,-0.12381779165000095,-0.22817361319999974,-0.026563303950000016,0.9923333333333333,TRUE,-11.645918526907517,-0.28714541481207995
A3b,Community male colourfulness,NA,Level mean,Biome,Land use = Secondary,Tropical open - Tropical closed,-0.1253476196000003,-0.24033902662500087,-0.0015784580155003686,0.9773333333333334,TRUE,-11.780981732166829,-0.2906932335499186
A3b,Community male colourfulness,NA,Level mean,Biome,Land use = Secondary,Tropical open - Temperate closed,9.463551499990785e-4,-0.1391904049124998,0.13641051884499986,0.5073333333333333,FALSE,0.09468030853247988,0.002194688973892965
A3b,Community male colourfulness,NA,Level mean,Biome,Land use = Plantation,Temperate closed - Tropical closed,-0.09613035099999934,-0.2008864203750013,0.012818753600000147,0.9613333333333334,FALSE,-9.165439540655706,-0.2229355664164395
A3b,Community male colourfulness,NA,Level mean,Biome,Land use = Plantation,Tropical open - Tropical closed,-0.07921278900000006,-0.1963483804224992,0.04346069200000006,0.8953333333333333,FALSE,-7.61566801680047,-0.18370210656092417
A3b,Community male colourfulness,NA,Level mean,Biome,Land use = Plantation,Tropical open - Temperate closed,0.018844745999999635,-0.12854967689999922,0.15597805092499986,0.6063333333333333,FALSE,1.9023428872175119,0.04370278564242296
A3b,Community male colourfulness,NA,Level mean,Biome,Land use = Cropland,Temperate closed - Tropical closed,-0.09384317250000018,-0.204861957165,0.012359544899999604,0.9561666666666667,FALSE,-8.957446919461198,-0.21763137862258844
A3b,Community male colourfulness,NA,Level mean,Biome,Land use = Cropland,Tropical open - Tropical closed,-0.11609113749999933,-0.24011195982500141,0.01592326957499987,0.9571666666666667,FALSE,-10.96059286901393,-0.2692265577444036
A3b,Community male colourfulness,NA,Level mean,Biome,Land use = Cropland,Tropical open - Temperate closed,-0.018465821299999963,-0.1706067966549995,0.12876954125000006,0.5983333333333334,FALSE,-1.829637262783812,-0.04282402267375757
A3b,Community male colourfulness,NA,Level mean,Biome,Land use = Pasture,Temperate closed - Tropical closed,-0.06516790299999986,-0.18653072402500062,0.05519020894999942,0.8545,FALSE,-6.308985985300907,-0.15113065973801193
A3b,Community male colourfulness,NA,Level mean,Biome,Land use = Pasture,Tropical open - Tropical closed,-0.021749124999999925,-0.1659633935749993,0.13107061431999983,0.6138333333333333,FALSE,-2.1514318142875077,-0.05043832099330378
A3b,Community male colourfulness,NA,Level mean,Biome,Land use = Pasture,Tropical open - Temperate closed,0.044360580500000246,-0.12229910662499772,0.2108006190450005,0.7001666666666667,FALSE,4.535922309003992,0.10287646968364532
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Tropical closed,Secondary - Primary vegetation,-0.7007283900000001,-2.1879523224999993,0.7571706652500014,0.829,FALSE,NA,-0.02196979415639798
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Tropical closed,Plantation - Primary vegetation,-1.1975523500000076,-2.6308849525000024,0.25995208400000414,0.9493333333333334,FALSE,NA,-0.03754661434655278
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Tropical closed,Cropland - Primary vegetation,-2.6350252500000018,-4.524531404999999,-0.7915924387500016,0.9975,TRUE,NA,-0.08261540871693689
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Tropical closed,Pasture - Primary vegetation,0.4622262199999998,-3.335991799999999,4.152702597499997,0.5956666666666667,FALSE,NA,0.014492084311140756
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Tropical closed,Plantation - Secondary,-0.4777892399999999,-2.1508615573150034,1.1179431369999964,0.7246666666666667,FALSE,NA,-0.01498002849997533
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Tropical closed,Cropland - Secondary,-1.9356698750000003,-3.893987248750001,0.05642529225000196,0.9713333333333334,FALSE,NA,-0.060688662419529776
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Tropical closed,Pasture - Secondary,1.1812986700000003,-2.69179589625,5.049247250000002,0.7221666666666666,FALSE,NA,0.037037016035737766
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Tropical closed,Cropland - Plantation,-1.455912200000002,-3.469982592500001,0.6449702627500034,0.9156666666666666,FALSE,NA,-0.04564691797885992
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Tropical closed,Pasture - Plantation,1.6525052749999993,-2.2943629480000003,5.4940368142499985,0.7935,FALSE,NA,0.05181066052441776
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Tropical closed,Pasture - Cropland,3.1025491200000026,-1.0055124075000033,7.166999599999993,0.9326666666666666,FALSE,NA,0.09727358916700055
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Temperate closed,Secondary - Primary vegetation,-3.8885355249999964,-6.3144028975000035,-1.408507493000006,0.9991666666666666,TRUE,NA,-0.12191646046207841
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Temperate closed,Plantation - Primary vegetation,-1.7676331400000045,-5.469641902999997,1.8496054650000073,0.8105,FALSE,NA,-0.05542024097215114
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Temperate closed,Cropland - Primary vegetation,-2.7042246799999994,-6.105805037500004,0.6718624099999948,0.9373333333333334,FALSE,NA,-0.08478500431850802
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Temperate closed,Pasture - Primary vegetation,-1.8827903249999984,-6.1648535424999995,2.448869052500005,0.8,FALSE,NA,-0.05903074068385842
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Temperate closed,Plantation - Secondary,2.153450395,-2.192082247000001,6.461018323999993,0.8275,FALSE,NA,0.06751669060270829
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Temperate closed,Cropland - Secondary,1.198592265000002,-3.063895159000003,5.32727232025,0.709,FALSE,NA,0.03757921858924662
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Temperate closed,Pasture - Secondary,1.9702492100000004,-2.819795983249997,6.897335996750008,0.7905,FALSE,NA,0.06177282125033601
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Temperate closed,Cropland - Plantation,-0.9320339508000011,-5.9121659655000025,4.098249185749995,0.6461666666666667,FALSE,NA,-0.029221870182611527
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Temperate closed,Pasture - Plantation,-0.10567649500000087,-5.815557127250002,5.507155556749999,0.5168333333333334,FALSE,NA,-0.0033132535736416203
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Temperate closed,Pasture - Cropland,0.8327979615499999,-4.316048682999998,6.084494615425002,0.6223333333333333,FALSE,NA,0.026110544470905956
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Tropical open,Secondary - Primary vegetation,0.18865584499999954,-1.6523960262499973,2.04432373575,0.5848333333333333,FALSE,NA,0.005914888193771216
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Tropical open,Plantation - Primary vegetation,1.9579415499999993,-0.20036811967499782,4.200137182,0.9581666666666667,FALSE,NA,0.06138694169899236
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Tropical open,Cropland - Primary vegetation,5.6750115999999995,1.8147886849999981,9.437647917499994,0.9986666666666667,TRUE,NA,0.17792748012845708
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Tropical open,Pasture - Primary vegetation,3.7782856000000002,-2.2767664894750004,9.797085662749994,0.889,FALSE,NA,0.11845981707132291
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Tropical open,Plantation - Secondary,1.7631066300000002,-0.4118028703499977,3.9081490449999987,0.9411666666666667,FALSE,NA,0.05527832222821817
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Tropical open,Cropland - Secondary,5.4812001550000025,1.583849116749998,9.307891279500002,0.9968333333333333,TRUE,NA,0.17185094946041324
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Tropical open,Pasture - Secondary,3.5940391249999983,-2.5128226932500004,9.65222885775,0.8706666666666667,FALSE,NA,0.11268317495497886
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Tropical open,Cropland - Plantation,3.7153821250000014,-0.551310270250003,7.811509012,0.9548333333333333,FALSE,NA,0.11648761726153342
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Tropical open,Pasture - Plantation,1.8585791049999987,-4.399094695,8.198500229249992,0.7161666666666666,FALSE,NA,0.05827165124597328
A3b,Community sexual dichromatism,NA,Level mean,Land use,Biome = Tropical open,Pasture - Cropland,-1.875460219999999,-8.988387905499998,5.206724389749995,0.6968333333333333,FALSE,NA,-0.05880092139825081
A3b,Community sexual dichromatism,NA,Level mean,Biome,Land use = Primary vegetation,Temperate closed - Tropical closed,7.13759555,1.2619748825000012,12.831280049999997,0.992,TRUE,NA,0.22378357612301422
A3b,Community sexual dichromatism,NA,Level mean,Biome,Land use = Primary vegetation,Tropical open - Tropical closed,-6.09364165,-13.170012824999999,0.9717307817499997,0.955,FALSE,NA,-0.1910527026218437
A3b,Community sexual dichromatism,NA,Level mean,Biome,Land use = Primary vegetation,Tropical open - Temperate closed,-13.256111249999996,-21.282971610000008,-5.216910185000003,0.9998333333333334,TRUE,NA,-0.4156161497564147
A3b,Community sexual dichromatism,NA,Level mean,Biome,Land use = Secondary,Temperate closed - Tropical closed,3.9209806,-2.2873632450000017,10.133950037499995,0.8986666666666666,FALSE,NA,0.1229337042748187
A3b,Community sexual dichromatism,NA,Level mean,Biome,Land use = Secondary,Tropical open - Tropical closed,-5.263635599999999,-12.083268976,1.9329390363999992,0.9273333333333333,FALSE,NA,-0.16502969238378984
A3b,Community sexual dichromatism,NA,Level mean,Biome,Land use = Secondary,Tropical open - Temperate closed,-9.220286500000002,-17.31371514100001,-0.8679729869500046,0.985,TRUE,NA,-0.28908176029233695
A3b,Community sexual dichromatism,NA,Level mean,Biome,Land use = Plantation,Temperate closed - Tropical closed,6.557814900999999,0.07280197000000115,12.860775119749999,0.977,TRUE,NA,0.20560583179843667
A3b,Community sexual dichromatism,NA,Level mean,Biome,Land use = Plantation,Tropical open - Tropical closed,-3.037074599999995,-10.200000767499997,4.184223128999998,0.7938333333333333,FALSE,NA,-0.09522077990821039
A3b,Community sexual dichromatism,NA,Level mean,Biome,Land use = Plantation,Tropical open - Temperate closed,-9.54956045,-18.070857295500005,-1.0615909637725,0.9846666666666667,TRUE,NA,-0.2994054192246716
A3b,Community sexual dichromatism,NA,Level mean,Biome,Land use = Cropland,Temperate closed - Tropical closed,7.00592565,0.25098472999999916,13.894371164250002,0.9773333333333334,TRUE,NA,0.21965535662901953
A3b,Community sexual dichromatism,NA,Level mean,Biome,Land use = Cropland,Tropical open - Tropical closed,2.136655749999999,-5.7765675824999985,10.142701943750001,0.7076666666666667,FALSE,NA,0.0669901315266877
A3b,Community sexual dichromatism,NA,Level mean,Biome,Land use = Cropland,Tropical open - Temperate closed,-4.8487988999999985,-14.041380364999998,4.327407409499996,0.849,FALSE,NA,-0.15202340201853232
A3b,Community sexual dichromatism,NA,Level mean,Biome,Land use = Pasture,Temperate closed - Tropical closed,4.850029459999998,-3.214710327500005,12.509887969999998,0.8883333333333333,FALSE,NA,0.15206198351499073
A3b,Community sexual dichromatism,NA,Level mean,Biome,Land use = Pasture,Tropical open - Tropical closed,-2.842952549999998,-12.571507099999998,6.932260325924992,0.7183333333333334,FALSE,NA,-0.08913451090501225
A3b,Community sexual dichromatism,NA,Level mean,Biome,Land use = Pasture,Tropical open - Temperate closed,-7.657242625,-18.40126684574999,3.20746285,0.9138333333333334,FALSE,NA,-0.24007596477837367
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Tropical closed,Secondary - Primary vegetation,-8.888375350000199e-4,-0.06733888142500008,0.06039846780000006,0.51,FALSE,-0.08884426359272446,-7.98986198833231e-4
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Tropical closed,Plantation - Primary vegetation,-0.02542657650000013,-0.0914579455999999,0.039000645675000105,0.77975,FALSE,-2.5106043535613964,-0.02285623964685178
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Tropical closed,Cropland - Primary vegetation,-0.006960131399999847,-0.08351488347499982,0.06950788874999987,0.5715,FALSE,-0.6935965783239961,-0.006256541506953313
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Tropical closed,Pasture - Primary vegetation,0.35065086,0.18649495474999983,0.5167618017500001,1,TRUE,41.999146353495846,0.3152040577910531
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Tropical closed,Plantation - Secondary,-0.024605810000000172,-0.0945623131250003,0.0464695792499996,0.7495,FALSE,-2.4305554772853455,-0.022118443277839746
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Tropical closed,Cropland - Secondary,-0.004765912889999946,-0.08405454892500056,0.07256489320000037,0.5495,FALSE,-0.4754573947784668,-0.004284133459723064
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Tropical closed,Pasture - Secondary,0.3522339275499997,0.18011169207500025,0.5245421054575004,1,TRUE,42.224118620379784,0.3166270952691795
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Tropical closed,Cropland - Plantation,0.019659745000000006,-0.06202800533875026,0.10016015797499998,0.67225,FALSE,1.9854270469229718,0.01767236903151291
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Tropical closed,Pasture - Plantation,0.37695834699999975,0.2059941905000003,0.5523031240999996,1,TRUE,45.78435845477215,0.33885215793455564
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Tropical closed,Pasture - Cropland,0.3587429150000001,0.1829938519500003,0.5361287302749999,1,TRUE,43.152872969733295,0.3224780983334559
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Temperate closed,Secondary - Primary vegetation,0.23221632184999974,0.13183948722250022,0.33097241359999985,1,TRUE,26.13925660904075,0.20874190051161745
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Temperate closed,Plantation - Primary vegetation,0.18167689636999995,0.029745343184999905,0.31889194078500005,0.991,TRUE,19.92266567899179,0.1633114344642093
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Temperate closed,Cropland - Primary vegetation,-0.0060213005519998974,-0.1496365892249999,0.13562068817499973,0.53275,FALSE,-0.6003208851898756,-0.005412615748810299
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Temperate closed,Pasture - Primary vegetation,-0.012616469999999769,-0.18878929424999982,0.16067363620000014,0.563,FALSE,-1.2537215994426698,-0.011341088794132759
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Temperate closed,Plantation - Secondary,-0.0529645995000001,-0.2259373511250005,0.11742231552499996,0.72825,FALSE,-5.158641379681028,-0.04761048263699685
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Temperate closed,Cropland - Secondary,-0.23849578649999992,-0.41854632275749987,-0.062388759149999945,0.99625,TRUE,-21.218799230395767,-0.21438658291289697
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Temperate closed,Pasture - Secondary,-0.2468506737999998,-0.4460388803200003,-0.04698441765000003,0.992,TRUE,-21.874265298769924,-0.22189688640779473
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Temperate closed,Cropland - Plantation,-0.18796729245,-0.38733532265999937,0.012022748749999958,0.9645,FALSE,-17.135819036712764,-0.16896594325260625
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Temperate closed,Pasture - Plantation,-0.19326532225000004,-0.42418436729999937,0.03391924162500002,0.9535,FALSE,-17.573675025584745,-0.17372840267237763
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Temperate closed,Pasture - Cropland,-0.005081057499999986,-0.20675641030000014,0.1913951840749999,0.524,FALSE,-0.5068170762663748,-0.004567420544383262
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Tropical open,Secondary - Primary vegetation,0.09638996450000015,0.0027096244224998354,0.18763818203249985,0.97775,TRUE,10.118840466035817,0.08664603857163106
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Tropical open,Plantation - Primary vegetation,0.05796755500000006,-0.06826665773750007,0.1930703718000002,0.81175,FALSE,5.968061381501499,0.05210769640270116
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Tropical open,Cropland - Primary vegetation,0.10979264600000027,-0.05678616583499991,0.2719090651750001,0.89875,FALSE,11.604662973175927,0.09869386185112085
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Tropical open,Pasture - Primary vegetation,0.5485106900000001,0.33920311907750034,0.7639399412500001,1,TRUE,73.06735880774195,0.49306251588765654
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Tropical open,Plantation - Secondary,-0.036087371149999825,-0.16810057354000027,0.0900385320500003,0.70325,FALSE,-3.544398456686604,-0.032439349561246555
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Tropical open,Cropland - Secondary,0.014297430049999837,-0.1539026426250001,0.17497497012499952,0.55875,FALSE,1.4400127154211573,0.012852122957130884
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Tropical open,Pasture - Secondary,0.4529114329999999,0.2339148562800004,0.6709429637050003,1,TRUE,57.28848746503559,0.4071272533070663
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Tropical open,Cropland - Plantation,0.04806340450000035,-0.14884978147750028,0.2478467925775005,0.689,FALSE,4.923717957423257,0.043204742545484905
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Tropical open,Pasture - Plantation,0.49008787749999994,0.24094661434999998,0.7379919569250003,1,TRUE,63.245967012692695,0.4405455833252613
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Land use,Biome = Tropical open,Pasture - Cropland,0.4403013981299999,0.1825124002974997,0.7102398377625,0.99975,TRUE,55.317527209512704,0.39579194912469334
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Biome,Land use = Primary vegetation,Temperate closed - Tropical closed,0.46688453499999993,-0.12054831850000021,1.0497819775000004,0.94,FALSE,59.50172241202907,0.41968783408056926
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Biome,Land use = Primary vegetation,Tropical open - Tropical closed,-0.05806187850000022,-0.74620677025,0.6290875610000001,0.56,FALSE,-5.640844239991782,-0.05219248487276253
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Biome,Land use = Primary vegetation,Tropical open - Temperate closed,-0.5278857149000002,-1.3729837812499996,0.3373967309750001,0.8895,FALSE,-41.01492350853948,-0.474522490509252
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Biome,Land use = Secondary,Temperate closed - Tropical closed,0.70212696,0.1052954228999997,1.2956082792500003,0.9875,TRUE,101.80404372275405,0.6311499332312956
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Biome,Land use = Secondary,Tropical open - Tropical closed,0.04160382510000016,-0.6306193681499996,0.7361394596775007,0.54,FALSE,4.248139196764433,0.03739815294093194
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Biome,Land use = Secondary,Tropical open - Temperate closed,-0.6657998870000001,-1.5067666915749995,0.20133338375000082,0.9345,FALSE,-48.613766852544025,-0.598495112942899
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Biome,Land use = Plantation,Temperate closed - Tropical closed,0.6710596000000002,0.07632200632500041,1.28965362,0.9855,TRUE,95.6309127950557,0.6032231289540857
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Biome,Land use = Plantation,Tropical open - Tropical closed,0.02711786599999977,-0.6560768543750002,0.7222818024250005,0.532,FALSE,2.7488901633509144,0.02437655907027851
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Biome,Land use = Plantation,Tropical open - Temperate closed,-0.6573067640000001,-1.50253023895,0.23237239252499986,0.9295,FALSE,-48.175478670786106,-0.5908605478004706
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Biome,Land use = Cropland,Temperate closed - Tropical closed,0.472160696,-0.1343840209999997,1.0758679129500002,0.931,FALSE,60.3455031834305,0.42443063538657183
A2c,Relative abundance,fitted with male colourfulness (z),Level mean,Biome,Land use = Cropland,Tropical open - Tropical closed,0.0562621029999999,-0.6293109445000002,0.7616027551000001,0.56025,FALSE,5.787491959289914,0.050574646146477865
