response,R2_estimate,R2_error,R2_lower,R2_upper
meancolcooney,0.885719533225822,0.018896623581494052,0.8456249760085045,0.9195314700342412
dichrocooney,0.468403478520057,0.0504447536815486,0.37454097434888406,0.5724649200388366
malecolcooney,0.8634210690411288,0.020024173215076616,0.8207652911263236,0.8989725005198663
dichrodiff,0.6567935513728954,0.038820234930256804,0.5764013978690161,0.7296724932870146
