response,max_rhat,min_ess_bulk,min_ess_tail,n_divergent,converged
meancolcooney,1.0027957793586675,788.0880033179167,1849.4473273221547,0,TRUE
dichrocooney,1.0011560171058504,2197.1120403832433,3020.6704095982236,0,TRUE
malecolcooney,1.0032073690896899,821.8609308543067,1450.638222007727,0,TRUE
dichrodiff,1.002276661819986,2315.765372698543,3755.0359659460314,0,TRUE
