response,max_rhat,min_ess_bulk,min_ess_tail,n_divergent,converged
meancolcooney,1.0027175743989578,932.6075338302416,1735.4249630759077,0,TRUE
dichrocooney,1.0010795194231414,2033.2606711541,3523.902783072065,0,TRUE
malecolcooney,1.0058008186818814,821.4754774223704,1517.636312704189,0,TRUE
dichrodiff,1.0024204032993083,1903.3852486789972,3622.0175911398374,0,TRUE
