model,R2,Q2.5,Q97.5
meancolcooney,0.19015686552470484,0.18228867510843258,0.19809682892560987
dichrocooney,0.15862611524998071,0.15086790357804644,0.16645842438150454
malecolcooney,0.17897135967560884,0.1709107924111535,0.1870229957485792
dichrodiff,0.19922681915051793,0.19111367939932045,0.20716522846392582
