response,max_rhat,min_ess_bulk,min_ess_tail,n_divergent,converged
meancolcooney,1.0023747308869033,874.7702733670748,1454.1325553743932,0,TRUE
dichrocooney,1.0015722043572834,1948.1510184213146,2980.3505198662992,0,TRUE
malecolcooney,1.002447797729611,862.9798333637525,1371.8242773962527,0,TRUE
dichrodiff,1.0024147619240034,2313.4070557485384,3597.463178465365,0,TRUE
