response,R2_estimate,R2_error,R2_lower,R2_upper
meancolcooney,0.8857542774484051,0.018407726682024363,0.8464870418161737,0.9183045783495746
dichrocooney,0.46610683569738365,0.05107674063518169,0.37115712314185073,0.5708586926347881
malecolcooney,0.8623750397550112,0.02097731983046847,0.8176105666913566,0.8991281851168144
dichrodiff,0.6563409645567722,0.03833119324923096,0.5792727578953488,0.7289750099179184
