response,max_rhat,min_ess_bulk,min_ess_tail,n_divergent,converged
meancoldale,1.0016355995171693,1388.6344583221683,2375.1365521752887,0,TRUE
dichrodale,1.0018007966037077,850.1246039935096,1401.7834066776984,0,TRUE
malecoldale,1.0040148959197495,819.330957168502,1612.297440936574,0,TRUE
dichrodiffdale,1.0050898045112582,1114.2885379905733,2034.1522170661483,0,TRUE
