model,parameter,Estimate,Est.Error,Q2.5,Q97.5,prior_only_empty_cell
meancoldale_base,Intercept,3.8890389442,0.006525927700427342,3.87630603,3.9021835475000004,FALSE
meancoldale_base,Biome4TemperateForest,-0.00747042900697432,0.012783246002422774,-0.033018941450000006,0.017505201649999996,FALSE
meancoldale_base,Biome4TropicalOpen,0.0040297952907759164,0.015741260473671994,-0.0264022905,0.03520689212499999,FALSE
meancoldale_base,Predominant_simpleCropland,0.008677542814098266,0.0040498155271431885,7.552600149999999e-4,0.0167051446,FALSE
meancoldale_base,Predominant_simplePasture,0.007496769367432017,0.008598583822081434,-0.009485170054999999,0.024200500499999996,FALSE
meancoldale_base,Predominant_simplePlantationforest,-0.0012681218070154533,0.0030829522357649877,-0.0073488335675,0.004754527862499999,FALSE
meancoldale_base,Predominant_simpleSecondary,-0.00213893906199084,0.003154696310800246,-0.0081697538875,0.0042417656525,FALSE
meancoldale_base,Biome4TemperateForest:Predominant_simpleCropland,-0.007970061296166966,0.009317039227597357,-0.026242937624999997,0.010028366349999993,FALSE
meancoldale_base,Biome4TropicalOpen:Predominant_simpleCropland,0.028970387942271667,0.00943129499729737,0.0098392478325,0.04719551375,FALSE
meancoldale_base,Biome4TemperateForest:Predominant_simplePasture,0.008324085315092267,0.01356609201756055,-0.0182314814,0.035037033849999975,FALSE
meancoldale_base,Biome4TropicalOpen:Predominant_simplePasture,-0.022783884908032504,0.016172039015202873,-0.054703727550000004,0.00898968647999999,FALSE
meancoldale_base,Biome4TemperateForest:Predominant_simplePlantationforest,-0.005467725197449665,0.009061630342287661,-0.023170691925,0.012365255399999997,FALSE
meancoldale_base,Biome4TropicalOpen:Predominant_simplePlantationforest,8.605388002983467e-4,0.00602850910711652,-0.011107570925,0.012471809674999987,FALSE
meancoldale_base,Biome4TemperateForest:Predominant_simpleSecondary,-0.0014607032410154167,0.006532519559042134,-0.014468116625,0.011250712624999992,FALSE
meancoldale_base,Biome4TropicalOpen:Predominant_simpleSecondary,-0.006342030568513633,0.005278738289900428,-0.016707867525,0.003940124082499995,FALSE
meancoldale_covariate,Intercept,4.026674431883333,0.020889608309357835,3.9853359999999998,4.0686475225,FALSE
meancoldale_covariate,Biome4TemperateForest,-0.007840169247985713,0.012617560720802844,-0.032803764274999994,0.016659472849999996,FALSE
meancoldale_covariate,Biome4TropicalOpen,8.870325699694997e-5,0.015177245847182422,-0.030993258625000002,0.029596136599999996,FALSE
meancoldale_covariate,Predominant_simpleCropland,0.008916145210782867,0.003939576884575557,0.0014127896275,0.016681659075,FALSE
meancoldale_covariate,Predominant_simplePasture,0.0066338322909490835,0.008236244997698438,-0.009778461325000001,0.02279562737499997,FALSE
meancoldale_covariate,Predominant_simplePlantationforest,-2.9878571434916e-4,0.0030285683472588147,-0.006238263275,0.005586665687499999,FALSE
meancoldale_covariate,Predominant_simpleSecondary,-0.0026197421510032797,0.003136164975068484,-0.0088939500225,0.003475626297499999,FALSE
meancoldale_covariate,Trophic.NicheFrugivore,-0.13862680132616667,0.02011697923971703,-0.17961524700000003,-0.098400247475,FALSE
meancoldale_covariate,Trophic.NicheGranivore,-0.102341833273,0.020218089593506978,-0.14304595325000002,-0.06292298390000002,FALSE
