model,parameter,Estimate,Est.Error,Q2.5,Q97.5,prior_only_empty_cell
z_malecoldale,Biome4TropicalOpen:Predominant_simplePasture,-0.0019007409638327,0.0026272987138655887,-0.0071178937825,0.0032734955099999992,FALSE
z_malecoldale,Biome4TemperateForest:Predominant_simplePlantationforest,8.09089414528575e-4,0.0065974461889903345,-0.012313383825000001,0.013731722249999998,FALSE
z_malecoldale,Biome4TemperateOpen:Predominant_simplePlantationforest,-0.016293693410212837,0.010733437668481728,-0.037142623525,0.004908045914999994,FALSE
z_malecoldale,Biome4TropicalOpen:Predominant_simplePlantationforest,0.0017635993356905325,0.0015565480538002247,-0.001299499205,0.0048134521625,FALSE
z_dichrodiffdale,Intercept,-6.183244711818251e-5,0.02301727518464243,-0.045352032325,0.0449559513,FALSE
z_dichrodiffdale,z_dichrodiffdale,0.004749963670257,0.0016033865647752952,0.0016474495175000004,0.007929792307500001,FALSE
z_dichrodiffdale,Biome4TemperateForest,-0.018238607925881,0.0075172160891185495,-0.033277000949999996,-0.003584306230000021,FALSE
z_dichrodiffdale,Biome4TemperateOpen,-0.002677458316255594,0.0066245024301109234,-0.0159804955,0.010024438474999994,FALSE
z_dichrodiffdale,Biome4TropicalOpen,0.009957066937424154,0.007949611894577067,-0.006292668079999999,0.025301785099999998,FALSE
z_dichrodiffdale,Predominant_simpleCropland,-0.00388577867815,8.596849719289078e-4,-0.0055696125175,-0.0022210048525000033,FALSE
z_dichrodiffdale,Predominant_simplePasture,-0.001588592397632575,0.0018467595185771937,-0.005179621797500001,0.002084402949999998,FALSE
z_dichrodiffdale,Predominant_simplePlantationforest,-0.0015392152345230375,9.885204330439712e-4,-0.00345671169,3.9441104824999965e-4,FALSE
z_dichrodiffdale,z_dichrodiffdale:Biome4TemperateForest,-0.0060307150474918254,0.0026247329074992956,-0.0111049586,-8.644714402500036e-4,FALSE
z_dichrodiffdale,z_dichrodiffdale:Biome4TemperateOpen,-0.0029009143728858837,0.004022214854403845,-0.01063653725,0.004938730934999998,FALSE
z_dichrodiffdale,z_dichrodiffdale:Biome4TropicalOpen,-3.4839016015512876e-4,0.0023123631998084996,-0.00489220608,0.004124853159999998,FALSE
z_dichrodiffdale,z_dichrodiffdale:Predominant_simpleCropland,1.175827662816755e-4,6.651803437562504e-4,-0.00120472711,0.0014258113074999998,FALSE
z_dichrodiffdale,z_dichrodiffdale:Predominant_simplePasture,9.909674889770704e-4,0.0010032904516702691,-9.5788519975e-4,0.0029178045949999998,FALSE
z_dichrodiffdale,z_dichrodiffdale:Predominant_simplePlantationforest,-2.808734410481246e-4,6.561893782552003e-4,-0.0015545065699999999,0.0010287062099999997,FALSE
z_dichrodiffdale,Biome4TemperateForest:Predominant_simpleCropland,0.0027103252288754012,0.007038624296210435,-0.010897336975,0.016782163774999997,FALSE
z_dichrodiffdale,Biome4TemperateOpen:Predominant_simpleCropland,0.002347558201779125,0.19695095973037088,-0.38986657625,0.3822497397499999,TRUE
z_dichrodiffdale,Biome4TropicalOpen:Predominant_simpleCropland,-0.00501487101783846,0.0026507918069922894,-0.010182006325,2.1493412399999944e-4,FALSE
z_dichrodiffdale,Biome4TemperateForest:Predominant_simplePasture,3.9433634982022495e-5,0.0072862771594098975,-0.013926184724999999,0.014527251924999998,FALSE
z_dichrodiffdale,Biome4TemperateOpen:Predominant_simplePasture,-0.020109936816609324,0.02166723923941303,-0.06380118832500001,0.022528728799999995,FALSE
z_dichrodiffdale,Biome4TropicalOpen:Predominant_simplePasture,-9.95398815943655e-4,0.0026434935752425682,-0.00616032609,0.0041682886274999964,FALSE
z_dichrodiffdale,Biome4TemperateForest:Predominant_simplePlantationforest,7.45239596129595e-4,0.006759654207476474,-0.0125633428,0.014178156049999995,FALSE
z_dichrodiffdale,Biome4TemperateOpen:Predominant_simplePlantationforest,-0.01585139737522915,0.010713808237585314,-0.036460468175,0.0059694769049999895,FALSE
z_dichrodiffdale,Biome4TropicalOpen:Predominant_simplePlantationforest,0.002124121463747385,0.0015955960028479434,-9.8925521375e-4,0.005249491277499999,FALSE
