response,R2_estimate,R2_error,R2_lower,R2_upper
meancoldale,0.749532939619436,0.02385779358344946,0.7016475703470018,0.7944076397030397
dichrodale,0.8259998629341656,0.0233028715605254,0.7766795702032333,0.8678639553625143
malecoldale,0.8364751503956325,0.018416124311215573,0.798441005897577,0.8713162785146323
dichrodiffdale,0.8327117693855054,0.020433555646302694,0.7915119268600939,0.872488500085982
