model,R2,Q2.5,Q97.5
meancoldale,0.10024818800080401,0.09448690440243296,0.1062299949318895
dichrodale,0.1525301288256688,0.14577441579153175,0.15916384747727536
malecoldale,0.09230358117556767,0.08648934462622086,0.0982404642262382
dichrodiffdale,0.16181508107349926,0.1549780663777003,0.16826381200136073
