model,parameter,Estimate,Est.Error,Q2.5,Q97.5,prior_only_empty_cell,sparse_trophic
meancoldale,Intercept,4.023652396266667,0.027301230516945676,3.9707942675,4.0767907675,FALSE,FALSE
meancoldale,Biome4TemperateForest,-0.00810420632470335,0.012791073717521726,-0.03331994295,0.016612024549999986,FALSE,FALSE
meancoldale,Biome4TropicalOpen,8.6294924148955e-4,0.015367562458094909,-0.028318892475000003,0.03122339942499993,FALSE,FALSE
meancoldale,Predominant_simpleCropland,-0.03162223842148698,0.10788813349779869,-0.24439287925,0.18288414549999996,FALSE,FALSE
meancoldale,Predominant_simplePasture,-0.0072786052505215,0.1096673087152101,-0.21480074799999999,0.20680430299999988,FALSE,FALSE
meancoldale,Predominant_simplePlantationforest,0.048115477107604665,0.0597026328904828,-0.068946821675,0.16078943624999983,FALSE,FALSE
meancoldale,Predominant_simpleSecondary,-0.009904734646674084,0.042932370028228264,-0.0945810124,0.07399568532499992,FALSE,FALSE
meancoldale,Trophic.NicheFrugivore,-0.13603688172366668,0.026900288723491244,-0.187434246,-0.08357734952500002,FALSE,FALSE
meancoldale,Trophic.NicheGranivore,-0.10458562501985,0.027133215619821432,-0.15740119225000002,-0.05156142815000001,FALSE,FALSE
meancoldale,Trophic.NicheInvertivore,-0.13364828673116666,0.026614880322528487,-0.18453602974999997,-0.08166339352500003,FALSE,FALSE
meancoldale,Trophic.NicheNectarivore,-0.18587053555283334,0.02800499437460876,-0.23878807075000003,-0.13165292675000004,FALSE,FALSE
meancoldale,Trophic.NicheOmnivore,-0.14494301665116666,0.026705062870601214,-0.19615490224999999,-0.0930132555,FALSE,FALSE
meancoldale,z_logMass,0.028227626605333334,0.001269717123703822,0.025747305725000003,0.03070752325,FALSE,FALSE
meancoldale,Biome4TemperateForest:Predominant_simpleCropland,-0.00404436518338168,0.009150712957355029,-0.022071419274999997,0.014071608824999996,FALSE,FALSE
meancoldale,Biome4TropicalOpen:Predominant_simpleCropland,0.033076020976595,0.00922168383308774,0.015338522525,0.051053734999999996,FALSE,FALSE
meancoldale,Biome4TemperateForest:Predominant_simplePasture,-0.0036123084936473667,0.012952803295044533,-0.028686738549999997,0.02149656147499998,FALSE,FALSE
meancoldale,Biome4TropicalOpen:Predominant_simplePasture,-0.01736238010686152,0.01578379039410372,-0.048519195475,0.01383880147499998,FALSE,FALSE
meancoldale,Biome4TemperateForest:Predominant_simplePlantationforest,-0.0124412025012874,0.00900524626206423,-0.029963691775,0.005264736712499994,FALSE,FALSE
meancoldale,Biome4TropicalOpen:Predominant_simplePlantationforest,-0.003651903162245445,0.005779465562590741,-0.0150381979,0.007753980772499987,FALSE,FALSE
meancoldale,Biome4TemperateForest:Predominant_simpleSecondary,-0.0059625183631913,0.006247286496283671,-0.018024091175,0.006136726547499998,FALSE,FALSE
meancoldale,Biome4TropicalOpen:Predominant_simpleSecondary,-0.0036148692309001,0.005110991763601143,-0.013593623525,0.0065395398799999935,FALSE,FALSE
meancoldale,Predominant_simpleCropland:z_logMass,0.0016130633010215483,0.0032715987041222147,-0.004747679705,0.007962279797500001,FALSE,FALSE
meancoldale,Predominant_simplePasture:z_logMass,0.012402291014756267,0.0055384952167530956,0.0014746592975,0.0233395915,FALSE,FALSE
meancoldale,Predominant_simplePlantationforest:z_logMass,-0.00261455046318,0.0020894536524710978,-0.0067734041175,0.001477070404999998,FALSE,FALSE
meancoldale,Predominant_simpleSecondary:z_logMass,-0.00450913171165795,0.0022111379527236918,-0.0088861445675,-1.4578408175000405e-4,FALSE,FALSE
meancoldale,Predominant_simpleCropland:Trophic.NicheFrugivore,0.07561918231122333,0.10800592194723324,-0.13936296250000002,0.2876747244999999,FALSE,FALSE
meancoldale,Predominant_simplePasture:Trophic.NicheFrugivore,0.06098047965020445,0.11112538292714193,-0.15819064675,0.2778673769999999,FALSE,FALSE
meancoldale,Predominant_simplePlantationforest:Trophic.NicheFrugivore,-0.070344330101248,0.05999078869127936,-0.18467066275,0.04640513089999985,FALSE,FALSE
