model,parameter,Estimate,Est.Error,Q2.5,Q97.5,prior_only_empty_cell,sparse_trophic
meancoldale,Predominant_simpleSecondary:Trophic.NicheInvertivore,-3.482994823531666e-4,0.04016915750960744,-0.0788656294,0.08038191717499998,FALSE,FALSE
meancoldale,Predominant_simpleCropland:Trophic.NicheNectarivore,0.09503487543736934,0.10696830696522591,-0.11314192975000001,0.30495446474999993,FALSE,FALSE
meancoldale,Predominant_simplePasture:Trophic.NicheNectarivore,0.0294338836971245,0.05862600303824214,-0.08702861540000001,0.14422771674999993,FALSE,FALSE
meancoldale,Predominant_simplePlantationforest:Trophic.NicheNectarivore,-0.03315038969898244,0.05908907558870709,-0.15084894075,0.08402395449999998,FALSE,FALSE
meancoldale,Predominant_simpleSecondary:Trophic.NicheNectarivore,0.06633278687509317,0.04213427977681545,-0.016223271625,0.1511466512499999,FALSE,FALSE
meancoldale,Predominant_simpleCropland:Trophic.NicheOmnivore,0.020088935175706334,0.10589855703000024,-0.18687941724999999,0.22538996374999976,FALSE,FALSE
meancoldale,Predominant_simplePasture:Trophic.NicheOmnivore,0.036050443475814,0.05527180046427477,-0.07563732292500001,0.14349455324999993,FALSE,FALSE
meancoldale,Predominant_simplePlantationforest:Trophic.NicheOmnivore,-0.06299172154792357,0.057357057768738146,-0.17697021624999998,0.05011452844999977,FALSE,FALSE
meancoldale,Predominant_simpleSecondary:Trophic.NicheOmnivore,0.010478774285179434,0.04034305476004969,-0.0683326616,0.09023059152499993,FALSE,FALSE
dichrodale,Intercept,0.0987466425339,0.028410600805323934,0.04261401275,0.15530017299999996,FALSE,FALSE
dichrodale,Biome4TemperateForest,0.004081229773030166,0.011651609350934348,-0.018951744024999998,0.027575042474999985,FALSE,FALSE
dichrodale,Biome4TemperateOpen,0.02901510465799975,0.01952060038627906,-0.00984894346,0.06694677322499999,FALSE,FALSE
dichrodale,Biome4TropicalOpen,0.00531057178872585,0.008336434643247265,-0.010856242125,0.02146127327499999,FALSE,FALSE
dichrodale,Predominant_simpleCropland,0.015088306427122401,0.11529023593335161,-0.20994566174999998,0.24728821724999983,FALSE,FALSE
dichrodale,Predominant_simplePasture,-0.013727465616503167,0.060838362015824966,-0.1329203745,0.1051460984999999,FALSE,FALSE
dichrodale,Predominant_simplePlantationforest,-0.03157543349721897,0.061810366432505336,-0.15702395175,0.08592344504999995,FALSE,FALSE
dichrodale,Predominant_simpleSecondary,0.00380305077683425,0.04184020607149234,-0.07838263990000001,0.08565008462499994,FALSE,FALSE
dichrodale,Trophic.NicheFrugivore,0.0010172760808524,0.028099514333163694,-0.053858041275,0.05650804704999999,FALSE,FALSE
dichrodale,Trophic.NicheGranivore,0.12754389560216667,0.02855612575923604,0.07086854294999999,0.18418474925,FALSE,FALSE
dichrodale,Trophic.NicheHerbivoreterrestrial,0.18238313396578668,0.35786785109131947,-0.51382399275,0.8717833517499999,FALSE,TRUE
dichrodale,Trophic.NicheInvertivore,-0.05640727998015,0.02783540911426818,-0.11149903425,-0.0011620796725000028,FALSE,FALSE
dichrodale,Trophic.NicheNectarivore,0.0532018684772545,0.029383315944941073,-0.00474523548,0.11121171174999997,FALSE,FALSE
dichrodale,Trophic.NicheOmnivore,-0.02639741451303695,0.027842401986889066,-0.08187464255000002,0.028911397249999974,FALSE,FALSE
dichrodale,z_logMass,-0.012937963457433333,0.001350718905317355,-0.01557405425,-0.010301000775000003,FALSE,FALSE
dichrodale,Biome4TemperateForest:Predominant_simpleCropland,-0.018270215255458733,0.00847026089339984,-0.035164252175,-0.0015784752575000146,FALSE,FALSE
dichrodale,Biome4TemperateOpen:Predominant_simpleCropland,-0.03556081250011568,0.02153949004387929,-0.07722308567500001,0.0067475352599999545,FALSE,FALSE
dichrodale,Biome4TropicalOpen:Predominant_simpleCropland,-0.0022698342898411785,0.008208916445808392,-0.0179835783,0.014021482124999997,FALSE,FALSE
dichrodale,Biome4TemperateForest:Predominant_simplePasture,-0.014185624128287333,0.011663865458093548,-0.037236145475,0.008361539449999988,FALSE,FALSE
dichrodale,Biome4TemperateOpen:Predominant_simplePasture,-0.041633477336101836,0.0214400812044409,-0.083384555125,0.0014698305349999884,FALSE,FALSE
dichrodale,Biome4TropicalOpen:Predominant_simplePasture,-0.019076832488288835,0.009283008168736423,-0.03696542225,-4.157756410000068e-4,FALSE,FALSE
