response,max_rhat,min_ess_bulk,min_ess_tail,n_divergent,converged
meancoldale,1.0042610477570615,1307.2409724692245,2405.4118126909416,0,TRUE
dichrodale,1.0024738125297081,737.3866534914197,1510.3647368459372,0,TRUE
malecoldale,1.0062150309267268,767.5037699282336,1606.8091851785712,0,TRUE
dichrodiffdale,1.0052397617960143,790.4956761058502,1546.7798045538298,0,TRUE
