response,max_rhat,min_ess_bulk,min_ess_tail,n_divergent,converged
meancolcooney,1.001869603836293,1417.9281051235037,2669.298220823662,0,TRUE
dichrocooney,1.0025894493237864,3143.1627970754316,4501.64383178391,0,TRUE
malecolcooney,1.0013875731478525,2134.2493146014467,3129.6004843744695,0,TRUE
