response,R2_estimate,R2_error,R2_lower,R2_upper
meancolcooney,0.16170196312901844,0.003619688523259964,0.1546613971751541,0.16878272116974916
dichrocooney,0.10363523618737816,0.0032301675472337205,0.09746612772457251,0.11013412811475591
malecolcooney,0.14633266963238217,0.0036780217703310273,0.13913245987943096,0.1536272456277957
dichrodiff,0.14086369923367711,0.0035598003172599476,0.13401917714242798,0.14795157271902526
