response,parameter,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
dichrocooney,Predominant_simplePlantationforest:Biome4TemperateOpen,0.04975405243580717,0.04011485577382083,-0.029617963749999986,0.12673655774999995,1.0013716705280722,5139.340943622735,4263.841342791796
dichrocooney,Predominant_simpleSecondary:Biome4TemperateOpen,-0.018350408270702383,0.024283834869400812,-0.06572792947499999,0.028558298,1.001195962945469,2929.193774248272,3939.8355904607665
dichrocooney,Predominant_simpleCropland:Biome4TropicalOpen,0.038758342398741666,0.011513131102789493,0.01651675590000001,0.061916715849999984,0.9999673929224027,6018.490096936772,4974.06636206985
dichrocooney,Predominant_simplePasture:Biome4TropicalOpen,-1.6636340530245e-4,0.013170400054294398,-0.025403969499999984,0.025922685099999995,1.0000950594341906,5712.421117596647,5323.9512896445385
dichrocooney,Predominant_simplePlantationforest:Biome4TropicalOpen,-0.007653422259604323,0.008928439909058634,-0.025512550899999997,0.00990494907749999,1.0009519135872826,3771.2607615525376,3921.022639865326
dichrocooney,Predominant_simpleSecondary:Biome4TropicalOpen,0.0010866752043677333,0.009034541841242114,-0.0167558761,0.018691926924999994,1.0006503684843957,4161.12160575161,4504.719601642498
dichrocooney,Predominant_simpleCropland:Trophic.NicheFrugivore,0.002661884571678667,0.14898678682212557,-0.29407222549999995,0.2930903915,1.0012614504898332,1689.4535982626862,2911.781630009415
dichrocooney,Predominant_simplePasture:Trophic.NicheFrugivore,0.08067285735906167,0.09205781743498043,-0.09736481034999991,0.2615092764999999,1.0057713221859923,1328.6080945681404,2574.7107601642315
dichrocooney,Predominant_simplePlantationforest:Trophic.NicheFrugivore,0.01567859990772345,0.09650425247809664,-0.17239125924999993,0.20630288074999956,1.0060401413297324,1160.2827192302818,2053.804500910825
dichrocooney,Predominant_simpleSecondary:Trophic.NicheFrugivore,-0.038369397920905365,0.06834119217871093,-0.1709360485,0.09806977289999994,1.0016572017365828,1020.3933525961713,2180.149434702338
dichrocooney,Predominant_simpleCropland:Trophic.NicheGranivore,-0.029236816912169332,0.1485415048678474,-0.32203733199999984,0.26260115625,1.0011892312798802,1689.8078725744467,2762.8893622862074
dichrocooney,Predominant_simplePasture:Trophic.NicheGranivore,-0.0940247686924995,0.08894651494050677,-0.26588775425,0.07816533839999985,1.0058736793156844,1246.7806260043983,2542.648016565973
dichrocooney,Predominant_simplePlantationforest:Trophic.NicheGranivore,0.08085007808876517,0.09678751920206566,-0.10695766699999996,0.27618027425,1.0058557022814254,1169.35842194122,2331.3635718374267
dichrocooney,Predominant_simpleSecondary:Trophic.NicheGranivore,0.006412006913470334,0.06889284058163449,-0.12695540649999995,0.14470931574999998,1.0013884984594386,1064.8277983789362,2256.3726395709236
dichrocooney,Predominant_simpleCropland:Trophic.NicheHerbivoreterrestrial,2.9283082902006657e-4,0.49728960291993474,-0.98108382575,0.98615331525,1.0008196971883665,14130.977800809693,4503.911646118042
dichrocooney,Predominant_simplePasture:Trophic.NicheHerbivoreterrestrial,0.0037014988036635004,0.48667429411269403,-0.9602791987499999,0.9512146619999999,1.0017990486441017,16202.751875875827,4203.214967551938
dichrocooney,Predominant_simplePlantationforest:Trophic.NicheHerbivoreterrestrial,0.006798890655149167,0.49622673440528287,-0.9761557319999999,0.9804625257499995,1.0011529323252135,12032.263434313303,4033.4182401759967
dichrocooney,Predominant_simpleSecondary:Trophic.NicheHerbivoreterrestrial,0.03421555872303,0.36105410659247406,-0.6665673464999999,0.7464170909999995,1.0007792462487013,6455.089739063843,4543.730778410666
dichrocooney,Predominant_simpleCropland:Trophic.NicheInvertivore,0.13884704681099633,0.1482724541305591,-0.15328611649999993,0.4292557702499999,1.001275349194214,1687.9623035681097,2739.12581184375
dichrocooney,Predominant_simplePasture:Trophic.NicheInvertivore,0.08338437775735767,0.08787788937062693,-0.08325382249999998,0.25423671574999995,1.0063409050246577,1246.3945687845617,2460.2694472454828
dichrocooney,Predominant_simplePlantationforest:Trophic.NicheInvertivore,0.09278142550658965,0.09607106595091777,-0.09542906847499998,0.28377263099999994,1.0056268246705637,1171.927178074549,2154.714102764973
dichrocooney,Predominant_simpleSecondary:Trophic.NicheInvertivore,-0.04542186102668887,0.06775490025868398,-0.17658386999999998,0.08983914344999998,1.0013228283689735,1041.0783038144955,2127.310948024253
dichrocooney,Predominant_simpleCropland:Trophic.NicheNectarivore,0.08311530386342034,0.15078049227305768,-0.21434594674999996,0.3755239929999998,1.0010524766875126,1723.9312528800808,2550.160991235193
dichrocooney,Predominant_simplePasture:Trophic.NicheNectarivore,-0.0278604716852446,0.09452083041487501,-0.21461999824999992,0.1588433515,1.0052979315793293,1381.272415636548,2918.6963312587463
dichrocooney,Predominant_simplePlantationforest:Trophic.NicheNectarivore,0.207110087946793,0.0995200027558485,0.011115038050000019,0.4059939437499999,1.005629440443879,1194.738391949184,2033.5707444171703
dichrocooney,Predominant_simpleSecondary:Trophic.NicheNectarivore,-0.06874455992851866,0.07145606382125656,-0.20669067049999998,0.07260893217499999,1.001139248466774,1157.8360450760752,2457.860201704235
dichrocooney,Predominant_simpleCropland:Trophic.NicheOmnivore,0.0630316519161095,0.14830446543466552,-0.2315076347499999,0.35126772724999966,1.0013232244885142,1687.59619325106,2765.492740510565
dichrocooney,Predominant_simplePasture:Trophic.NicheOmnivore,-0.0452760812177508,0.08812955785410245,-0.21573473024999987,0.1277473754999999,1.006189970473046,1260.3698170251218,2558.815755721538
dichrocooney,Predominant_simplePlantationforest:Trophic.NicheOmnivore,0.12772580535127273,0.09621443934494854,-0.058416918049999995,0.31824644425,1.005703531241239,1187.7018340020736,2249.763647716524
dichrocooney,Predominant_simpleSecondary:Trophic.NicheOmnivore,-0.0182649304866741,0.06783675298985925,-0.149683445,0.1184277612499999,1.0013867060983903,1035.973557046648,2193.4291482190674
malecolcooney,Intercept,4.7086368785,0.0671024483008792,4.576100535,4.840873220000001,1.0048098370615306,921.1782633292888,1946.1367940497685
malecolcooney,Predominant_simpleCropland,-0.14422198221968482,0.1805825449202775,-0.49214519975,0.20820569649999998,1.0020952012815445,938.6724973561147,1810.1483900556836
malecolcooney,Predominant_simplePasture,-0.11597627224421517,0.13009449768942488,-0.3666790637499999,0.14241880749999986,1.0033324505161085,1046.5986343447107,1497.3790744964938
malecolcooney,Predominant_simplePlantationforest,0.0023864642449243335,0.13861601371396085,-0.26463875424999983,0.2770999979999993,1.0023846476358393,1031.2947953924054,1889.5605333623707
malecolcooney,Predominant_simpleSecondary,-0.0692860195798649,0.10354903041822859,-0.27096540199999986,0.13248589174999986,1.0034699719769828,862.3994253129844,1568.946732221418
malecolcooney,z_logMass,-0.12460364130166666,0.0040487550388690575,-0.13254290375,-0.11671640650000001,1.000325639830204,2936.992461570053,4055.1451092475713
malecolcooney,Biome4TemperateForest,-0.0693163623815,0.010076134664824083,-0.089194774525,-0.04976121452500001,1.0005058615394473,2320.6094851577973,3718.6845110400773
malecolcooney,Biome4TemperateOpen,-0.23076048668116667,0.039450053919536064,-0.30744871174999994,-0.15152712925,1.000720645950013,1506.215409518981,2461.333052810553
malecolcooney,Biome4TropicalOpen,-0.20005613899666666,0.011546477428402037,-0.2224145165,-0.17745515575,1.0006117174043034,1919.2172876798618,3509.064676156242
malecolcooney,Trophic.NicheFrugivore,0.16358348907581483,0.06801432421591476,0.03048672560000001,0.29661581625,1.0044356178318556,945.2358206476316,1984.3417014152476
malecolcooney,Trophic.NicheGranivore,0.027091954121033,0.06877053826944544,-0.1044467985,0.16451266299999992,1.0045301537210178,957.4767506382979,1810.148045017026
malecolcooney,Trophic.NicheHerbivoreterrestrial,0.053873602113098835,0.38637719028892753,-0.6790723882499998,0.8158158607499988,1.0009863986679106,3928.7024836969676,4227.224132116166
malecolcooney,Trophic.NicheInvertivore,-0.10145948774306,0.06710585238773445,-0.23237441599999997,0.030789010299999985,1.0049274281520304,929.7926061524219,1933.1206270521343
malecolcooney,Trophic.NicheNectarivore,0.10360994990236733,0.0721163791299205,-0.040051516224999986,0.24831892074999978,1.0043943127197104,1011.280528252694,1881.1960179682767
malecolcooney,Trophic.NicheOmnivore,-0.018259663071630333,0.06743802524599288,-0.14961231974999997,0.114331138,1.0048023631267142,924.9557604770721,1972.9084536332452
malecolcooney,Predominant_simpleCropland:z_logMass,0.032107841277816664,0.008445999807818199,0.015359679250000001,0.04843603609999999,1.0008254833112498,4644.229636294631,4674.756384589994
malecolcooney,Predominant_simplePasture:z_logMass,0.063733816028,0.008910948788353173,0.046733024375,0.08092388742500001,1.0009598151284327,5088.5344219636645,3963.58540517565
malecolcooney,Predominant_simplePlantationforest:z_logMass,-0.0018123193758234834,0.006446307313293644,-0.014324023249999996,0.01088015497499999,1.0003552480670914,3964.668078223131,4501.325035158545
malecolcooney,Predominant_simpleSecondary:z_logMass,-0.006863416383752916,0.006174004589265598,-0.019112688399999998,0.005102340989999998,1.0000012214170033,3619.3361098123282,3602.1388819857957
malecolcooney,Predominant_simpleCropland:Biome4TemperateForest,-0.13861710605216668,0.023998881759425137,-0.186582142,-0.09184793200000006,1.0002844274939975,3720.745647517775,3819.9313120300894
malecolcooney,Predominant_simplePasture:Biome4TemperateForest,-0.046154092829661014,0.03361028095714628,-0.112809415,0.01925474972499996,1.0007738004103803,4256.222449445807,4363.270706567875
malecolcooney,Predominant_simplePlantationforest:Biome4TemperateForest,-0.1397241783355,0.019966146753803503,-0.17976495599999998,-0.10109715525,0.9994820380417219,3616.658457125067,4217.794097730798
malecolcooney,Predominant_simpleSecondary:Biome4TemperateForest,-0.0384433591328605,0.018029840844119287,-0.0738086272,-0.0033020348600000045,1.0001369523398604,3353.7615608084243,4264.683673875402
malecolcooney,Predominant_simpleCropland:Biome4TemperateOpen,0.0595751536093565,0.04307525522049919,-0.027254053325,0.14294368975,1.0009283620552472,1673.9532601178835,2559.4528353916726
malecolcooney,Predominant_simplePasture:Biome4TemperateOpen,0.08893662418964833,0.0433456315249679,0.0037730562250000007,0.17370312399999988,1.0007074825402928,1572.8458341517623,2796.576474224693
malecolcooney,Predominant_simplePlantationforest:Biome4TemperateOpen,-0.0072912465855117,0.07461004465373612,-0.15266117374999996,0.1361210192499999,0.9999227876572117,2743.6622312667055,3652.4602922805598
malecolcooney,Predominant_simpleSecondary:Biome4TemperateOpen,0.19370417915916666,0.04529074649938324,0.10444737825,0.28093430825,1.0008287509523721,1615.1772143604771,2661.640654983542
malecolcooney,Predominant_simpleCropland:Biome4TropicalOpen,0.0954198967315,0.02136850748470567,0.053313055725000016,0.13789708124999997,1.0008513051501342,3260.570381841414,4076.926433095628
malecolcooney,Predominant_simplePasture:Biome4TropicalOpen,0.023291396930714508,0.024079221310193542,-0.023940919099999992,0.07030476314999999,1.0004928666399664,3333.513171869085,3907.248977311841
malecolcooney,Predominant_simplePlantationforest:Biome4TropicalOpen,0.16693086133,0.016848538900483392,0.1334475065,0.19946392474999997,1.000519674976361,2476.344171703657,4044.2524774539543
malecolcooney,Predominant_simpleSecondary:Biome4TropicalOpen,0.0106524092100641,0.016752317288439872,-0.02275193049999997,0.042958336299999976,1.0005348629432562,2534.008143206583,3982.6650804224837
malecolcooney,Predominant_simpleCropland:Trophic.NicheFrugivore,0.19255110122049268,0.18204144103799152,-0.16839029674999997,0.5432780704999998,1.0025782385421547,938.943833060624,1822.9739672460778
malecolcooney,Predominant_simplePasture:Trophic.NicheFrugivore,0.22448121205666133,0.1382668590498587,-0.05258661375,0.49142597599999976,1.0016995605763248,1123.2331157866952,1817.3227487876259
malecolcooney,Predominant_simplePlantationforest:Trophic.NicheFrugivore,-0.3638938779434283,0.13976117442787725,-0.6446481587499999,-0.09344335760000012,1.0022638331298521,1032.8874537331499,1924.9448650554364
malecolcooney,Predominant_simpleSecondary:Trophic.NicheFrugivore,0.04933305028247,0.10483204702540809,-0.15273422399999997,0.2549481287499999,1.003529953042595,882.1868775861188,1703.980008557976
malecolcooney,Predominant_simpleCropland:Trophic.NicheGranivore,0.05908424573245505,0.18189043570883087,-0.29554775874999994,0.40827637149999985,1.0023904046424987,942.0123808617319,1810.811016553166
malecolcooney,Predominant_simplePasture:Trophic.NicheGranivore,0.057477709363759164,0.13078879925500755,-0.20058458799999981,0.31600915449999956,1.0036413022898334,1063.6290227151137,1549.3394623341937
malecolcooney,Predominant_simplePlantationforest:Trophic.NicheGranivore,0.14643667851631284,0.14028082944173983,-0.13623320624999996,0.4098122577499997,1.0019623103720658,1061.9219987721726,1902.8618391787259
malecolcooney,Predominant_simpleSecondary:Trophic.NicheGranivore,0.11172602262605283,0.1059832573315286,-0.09742360804999999,0.3157276279999999,1.0029478393330082,904.8393937075832,1804.790429799437
malecolcooney,Predominant_simpleCropland:Trophic.NicheHerbivoreterrestrial,0.005059222236514717,0.5043496298441584,-0.9885640822499998,0.9691544989999992,1.0013521849026883,6518.2342909884865,4387.802306646427
malecolcooney,Predominant_simplePasture:Trophic.NicheHerbivoreterrestrial,0.007875090298976666,0.48517882512398935,-0.9446232702499998,0.926562962,0.9997202254204846,6937.017369105922,4563.366216383936
malecolcooney,Predominant_simplePlantationforest:Trophic.NicheHerbivoreterrestrial,0.008935418017889166,0.49269121738572813,-0.9310070787499996,0.96625588175,1.001129671840665,7298.096476604496,4622.6879829482905
malecolcooney,Predominant_simpleSecondary:Trophic.NicheHerbivoreterrestrial,0.0499925640272745,0.38650561661559746,-0.7145250809999999,0.7930003839999996,1.0000670852599112,4136.060713251641,4328.094072613316
