colour_predictor,R2_estimate,R2_error,R2_lower,R2_upper
z_meancolcooney,0.11114181112347275,0.008959184027040636,0.09493988684374301,0.13022736586308792
z_dichrocooney,0.1111939998995729,0.008995457638182382,0.09527877816293556,0.1301223006130122
z_malecolcooney,0.11093973960542644,0.008739005235971915,0.09539677006030198,0.12966589962362737
