colour_predictor,max_rhat,min_ess_bulk,min_ess_tail,n_divergent,converged
z_meancolcooney,1.0066004093625165,845.8152247252261,1630.6084221575215,0,TRUE
z_dichrocooney,1.0097061455157328,461.21156674647887,993.5342595533766,0,TRUE
z_malecolcooney,1.0104393866895447,584.6350824503232,1326.7802109298364,0,FALSE
